material_id,cif,energy_per_atom,formation_energy_per_atom,energy_above_hull,band_gap
557626,"# generated using pymatgen
data_Gd2TiO5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.74584840
_cell_length_b   10.49807509
_cell_length_c   11.34388027
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Gd2TiO5
_chemical_formula_sum   'Gd8 Ti4 O20'
_cell_volume   446.08899132
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.75000000  0.36341019  0.44339832  1
  Gd  Gd1  1  0.25000000  0.63658981  0.55660168  1
  Gd  Gd2  1  0.75000000  0.88837588  0.72221203  1
  Gd  Gd3  1  0.75000000  0.38837588  0.77778797  1
  Gd  Gd4  1  0.25000000  0.11162412  0.27778797  1
  Gd  Gd5  1  0.25000000  0.61162412  0.22221203  1
  Gd  Gd6  1  0.75000000  0.86341019  0.05660168  1
  Gd  Gd7  1  0.25000000  0.13658981  0.94339832  1
  Ti  Ti8  1  0.25000000  0.17711957  0.62060251  1
  Ti  Ti9  1  0.75000000  0.32288043  0.12060251  1
  Ti  Ti10  1  0.75000000  0.82288043  0.37939749  1
  Ti  Ti11  1  0.25000000  0.67711957  0.87939749  1
  O  O12  1  0.75000000  0.23998893  0.27005159  1
  O  O13  1  0.25000000  0.26001107  0.77005159  1
  O  O14  1  0.25000000  0.22416039  0.45906189  1
  O  O15  1  0.75000000  0.00677350  0.89554917  1
  O  O16  1  0.75000000  0.98832585  0.34438761  1
  O  O17  1  0.25000000  0.49322650  0.39554917  1
  O  O18  1  0.75000000  0.50677350  0.60445083  1
  O  O19  1  0.75000000  0.77583961  0.54093811  1
  O  O20  1  0.25000000  0.76492328  0.38209786  1
  O  O21  1  0.75000000  0.73507672  0.88209786  1
  O  O22  1  0.75000000  0.27583961  0.95906189  1
  O  O23  1  0.75000000  0.48832585  0.15561239  1
  O  O24  1  0.25000000  0.26492328  0.11790214  1
  O  O25  1  0.25000000  0.01167415  0.65561239  1
  O  O26  1  0.75000000  0.23507672  0.61790214  1
  O  O27  1  0.25000000  0.99322650  0.10445083  1
  O  O28  1  0.75000000  0.73998893  0.22994841  1
  O  O29  1  0.25000000  0.72416039  0.04093811  1
  O  O30  1  0.25000000  0.51167415  0.84438761  1
  O  O31  1  0.25000000  0.76001107  0.72994841  1
",-11.42681906,-3.828376365,0.0,3.1401
770065,"# generated using pymatgen
data_Gd2TiO5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.14881600
_cell_length_b   6.91970000
_cell_length_c   9.57997671
_cell_angle_alpha   76.47442481
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Gd2TiO5
_chemical_formula_sum   'Gd8 Ti4 O20'
_cell_volume   460.75575445
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.87334700  0.26971600  0.02921700  1
  Gd  Gd1  1  0.62665300  0.76971600  0.02921700  1
  Gd  Gd2  1  0.86006800  0.46971300  0.36061800  1
  Gd  Gd3  1  0.63993200  0.96971300  0.36061800  1
  Gd  Gd4  1  0.36006800  0.03028700  0.63938200  1
  Gd  Gd5  1  0.13993200  0.53028700  0.63938200  1
  Gd  Gd6  1  0.37334700  0.23028400  0.97078300  1
  Gd  Gd7  1  0.12665300  0.73028400  0.97078300  1
  Ti  Ti8  1  0.40508900  0.48000400  0.29914300  1
  Ti  Ti9  1  0.09491100  0.98000400  0.29914300  1
  Ti  Ti10  1  0.90508900  0.01999600  0.70085700  1
  Ti  Ti11  1  0.59491100  0.51999600  0.70085700  1
  O  O12  1  0.13885400  0.01300000  0.10405900  1
  O  O13  1  0.61428600  0.07153900  0.10936500  1
  O  O14  1  0.36114600  0.51300000  0.10405900  1
  O  O15  1  0.88571400  0.57153900  0.10936500  1
  O  O16  1  0.91880700  0.18167500  0.28082900  1
  O  O17  1  0.30532900  0.01112400  0.39613400  1
  O  O18  1  0.58119300  0.68167500  0.28082900  1
  O  O19  1  0.57132000  0.28962200  0.38414100  1
  O  O20  1  0.19467100  0.51112400  0.39613400  1
  O  O21  1  0.92868000  0.78962200  0.38414100  1
  O  O22  1  0.07132000  0.21037800  0.61585900  1
  O  O23  1  0.80532900  0.48887600  0.60386600  1
  O  O24  1  0.42868000  0.71037800  0.61585900  1
  O  O25  1  0.41880700  0.31832500  0.71917100  1
  O  O26  1  0.69467100  0.98887600  0.60386600  1
  O  O27  1  0.08119300  0.81832500  0.71917100  1
  O  O28  1  0.11428600  0.42846100  0.89063500  1
  O  O29  1  0.63885400  0.48700000  0.89594100  1
  O  O30  1  0.38571400  0.92846100  0.89063500  1
  O  O31  1  0.86114600  0.98700000  0.89594100  1
",-11.37615515,-3.777712462,0.050663904,3.1977
770189,"# generated using pymatgen
data_Gd2TiO5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.67862700
_cell_length_b   7.55168100
_cell_length_c   15.73896700
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Gd2TiO5
_chemical_formula_sum   'Gd8 Ti4 O20'
_cell_volume   437.22563282
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.75000000  0.61077500  0.08166900  1
  Gd  Gd1  1  0.75000000  0.65439400  0.73888600  1
  Gd  Gd2  1  0.25000000  0.84560600  0.23888600  1
  Gd  Gd3  1  0.25000000  0.88922500  0.58166900  1
  Gd  Gd4  1  0.75000000  0.11077500  0.41833100  1
  Gd  Gd5  1  0.75000000  0.15439400  0.76111400  1
  Gd  Gd6  1  0.25000000  0.34560600  0.26111400  1
  Gd  Gd7  1  0.25000000  0.38922500  0.91833100  1
  Ti  Ti8  1  0.75000000  0.61570000  0.42322400  1
  Ti  Ti9  1  0.25000000  0.88430000  0.92322400  1
  Ti  Ti10  1  0.75000000  0.11570000  0.07677600  1
  Ti  Ti11  1  0.25000000  0.38430000  0.57677600  1
  O  O12  1  0.25000000  0.57699900  0.17305300  1
  O  O13  1  0.25000000  0.57725400  0.45296900  1
  O  O14  1  0.25000000  0.61447800  0.64834000  1
  O  O15  1  0.25000000  0.66006100  0.99316400  1
  O  O16  1  0.75000000  0.74660800  0.32459000  1
  O  O17  1  0.25000000  0.75339200  0.82459000  1
  O  O18  1  0.75000000  0.83993900  0.49316400  1
  O  O19  1  0.75000000  0.88552200  0.14834000  1
  O  O20  1  0.75000000  0.92274600  0.95296900  1
  O  O21  1  0.75000000  0.92300100  0.67305300  1
  O  O22  1  0.25000000  0.07699900  0.32694700  1
  O  O23  1  0.25000000  0.07725400  0.04703100  1
  O  O24  1  0.25000000  0.11447800  0.85166000  1
  O  O25  1  0.25000000  0.16006100  0.50683600  1
  O  O26  1  0.75000000  0.24660800  0.17541000  1
  O  O27  1  0.25000000  0.25339200  0.67541000  1
  O  O28  1  0.75000000  0.33993900  0.00683600  1
  O  O29  1  0.75000000  0.38552200  0.35166000  1
  O  O30  1  0.75000000  0.42274600  0.54703100  1
  O  O31  1  0.75000000  0.42300100  0.82694700  1
",-11.36797879,-3.7695361,0.058840265,2.702
685713,"# generated using pymatgen
data_Gd7Ti8O26
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.21672173
_cell_length_b   14.47264813
_cell_length_c   12.43051010
_cell_angle_alpha   30.47189418
_cell_angle_beta   55.89209917
_cell_angle_gamma   61.34398117
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Gd7Ti8O26
_chemical_formula_sum   'Gd7 Ti8 O26'
_cell_volume   545.11485671
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.99474300  0.25398800  0.98765300  1
  Gd  Gd1  1  0.98401600  0.52990200  0.98097400  1
  Gd  Gd2  1  0.48319600  0.99576400  0.98177300  1
  Gd  Gd3  1  0.00707600  0.74462800  0.02723400  1
  Gd  Gd4  1  0.48900300  0.48894500  0.02832200  1
  Gd  Gd5  1  0.99841600  0.23208300  0.51375000  1
  Gd  Gd6  1  0.98171400  0.76514300  0.48590900  1
  Ti  Ti7  1  0.02058300  0.99580900  0.48890000  1
  Ti  Ti8  1  0.49716400  0.29070900  0.96119600  1
  Ti  Ti9  1  0.97454500  0.53151500  0.49119400  1
  Ti  Ti10  1  0.51343800  0.74669600  0.99692200  1
  Ti  Ti11  1  0.55112000  0.24047900  0.48712600  1
  Ti  Ti12  1  0.50643100  0.50000800  0.50229400  1
  Ti  Ti13  1  0.48654700  0.71424400  0.53764900  1
  Ti  Ti14  1  0.49296700  0.99381100  0.50061800  1
  O  O15  1  0.19850700  0.17745500  0.18302300  1
  O  O16  1  0.11339900  0.50305300  0.13332000  1
  O  O17  1  0.57127700  0.20207700  0.17524600  1
  O  O18  1  0.38880300  0.21773000  0.42844500  1
  O  O19  1  0.19968100  0.64833200  0.21789300  1
  O  O20  1  0.59901900  0.49565700  0.16655600  1
  O  O21  1  0.16544300  0.50665400  0.58017700  1
  O  O22  1  0.12512800  0.00506400  0.12735100  1
  O  O23  1  0.54302600  0.30540900  0.57069800  1
  O  O24  1  0.57808300  0.69219200  0.18202900  1
  O  O25  1  0.85309700  0.20849300  0.40823600  1
  O  O26  1  0.43583000  0.72170700  0.39712000  1
  O  O27  1  0.17127600  0.79610200  0.57310700  1
  O  O28  1  0.43784300  0.28293800  0.83553000  1
  O  O29  1  0.83130400  0.48426900  0.44109200  1
  O  O30  1  0.38698000  0.50146100  0.85451300  1
  O  O31  1  0.17409400  0.00048900  0.57762700  1
  O  O32  1  0.81485300  0.31683800  0.81631400  1
  O  O33  1  0.81443500  0.71828700  0.41128700  1
  O  O34  1  0.57145500  0.81645700  0.55100300  1
  O  O35  1  0.42040500  0.78894600  0.83489300  1
  O  O36  1  0.86672700  0.50330900  0.87344900  1
  O  O37  1  0.81060000  0.00402500  0.43252100  1
  O  O38  1  0.45984400  0.99616900  0.80421900  1
  O  O39  1  0.83378200  0.79537300  0.82583900  1
  O  O40  1  0.85286300  0.00020000  0.87614200  1
",-10.7348889,-3.653333337,0.061192816,0.3123
1147577,"# generated using pymatgen
data_GdCrO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.87173600
_cell_length_b   3.87173600
_cell_length_c   3.87173600
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GdCrO3
_chemical_formula_sum   'Gd1 Cr1 O3'
_cell_volume   58.03863769
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.00000000  0.00000000  0.00000000  1
  Cr  Cr1  1  0.50000000  0.50000000  0.50000000  1
  O  O2  1  0.00000000  0.50000000  0.50000000  1
  O  O3  1  0.50000000  0.00000000  0.50000000  1
  O  O4  1  0.50000000  0.50000000  0.00000000  1
",-10.65325297,-2.938642427,0.234661732,0.7847
18331,"# generated using pymatgen
data_GdCrO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.31706381
_cell_length_b   5.54613965
_cell_length_c   7.61618941
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GdCrO3
_chemical_formula_sum   'Gd4 Cr4 O12'
_cell_volume   224.59516838
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.01530836  0.93884302  0.75000000  1
  Gd  Gd1  1  0.51530836  0.56115698  0.25000000  1
  Gd  Gd2  1  0.48469164  0.43884302  0.75000000  1
  Gd  Gd3  1  0.98469164  0.06115698  0.25000000  1
  Cr  Cr4  1  -0.00000000  0.50000000  0.50000000  1
  Cr  Cr5  1  0.50000000  0.00000000  0.50000000  1
  Cr  Cr6  1  0.50000000  0.00000000  0.00000000  1
  Cr  Cr7  1  -0.00000000  0.50000000  0.00000000  1
  O  O8  1  0.69775912  0.29892311  0.44923243  1
  O  O9  1  0.19775912  0.20107689  0.55076757  1
  O  O10  1  0.80224088  0.79892311  0.05076757  1
  O  O11  1  0.30224088  0.70107689  0.94923243  1
  O  O12  1  0.30224088  0.70107689  0.55076757  1
  O  O13  1  0.80224088  0.79892311  0.44923243  1
  O  O14  1  0.19775912  0.20107689  0.94923243  1
  O  O15  1  0.69775912  0.29892311  0.05076757  1
  O  O16  1  0.09819724  0.46976512  0.25000000  1
  O  O17  1  0.59819724  0.03023488  0.75000000  1
  O  O18  1  0.40180276  0.96976512  0.25000000  1
  O  O19  1  0.90180276  0.53023488  0.75000000  1
",-10.8879147,-3.173304159,0.0,2.6309
2221948,"# generated using pymatgen
data_GdCrO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.06580209
_cell_length_b   6.06553946
_cell_length_c   6.03175744
_cell_angle_alpha   106.12302959
_cell_angle_beta   106.02637367
_cell_angle_gamma   116.71428909
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GdCrO4
_chemical_formula_sum   'Gd2 Cr2 O8'
_cell_volume   168.37533068
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.12502800  0.87513900  0.25003300  1
  Gd  Gd1  1  0.87475400  0.12468300  0.74994200  1
  Cr  Cr2  1  0.37484800  0.62501900  0.75013100  1
  Cr  Cr3  1  0.62500000  0.37487300  0.24987300  1
  O  O4  1  0.78374000  0.72996500  0.41586600  1
  O  O5  1  0.36715600  0.80271700  0.57212100  1
  O  O6  1  0.73063800  0.79541900  0.92800600  1
  O  O7  1  0.81407200  0.36782000  0.08387100  1
  O  O8  1  0.63330300  0.20823600  0.43879500  1
  O  O9  1  0.18460200  0.26975000  0.55241200  1
  O  O10  1  0.26936900  0.19407600  0.06103400  1
  O  O11  1  0.21749500  0.63230300  0.94791900  1
",-9.992666021,-2.739163733,0.005727891,0.7395
1198487,"# generated using pymatgen
data_GdCrO5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.36343600
_cell_length_b   11.52149800
_cell_length_c   11.32031702
_cell_angle_alpha   90.00000000
_cell_angle_beta   131.56072056
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GdCrO5
_chemical_formula_sum   'Gd8 Cr8 O40'
_cell_volume   816.20788342
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.78563000  0.94748200  0.65666700  1
  Gd  Gd1  1  0.21437000  0.44748200  0.84333300  1
  Gd  Gd2  1  0.21437000  0.05251800  0.34333300  1
  Gd  Gd3  1  0.78563000  0.55251800  0.15666700  1
  Gd  Gd4  1  0.26888700  0.92380800  0.68536700  1
  Gd  Gd5  1  0.73111300  0.42380800  0.81463300  1
  Gd  Gd6  1  0.73111300  0.07619200  0.31463300  1
  Gd  Gd7  1  0.26888700  0.57619200  0.18536700  1
  Cr  Cr8  1  0.85900900  0.67560300  0.49986500  1
  Cr  Cr9  1  0.14099100  0.17560300  0.00013500  1
  Cr  Cr10  1  0.14099100  0.32439700  0.50013500  1
  Cr  Cr11  1  0.85900900  0.82439700  0.99986500  1
  Cr  Cr12  1  0.40298400  0.69117200  0.54257500  1
  Cr  Cr13  1  0.59701600  0.19117200  0.95742500  1
  Cr  Cr14  1  0.59701600  0.30882800  0.45742500  1
  Cr  Cr15  1  0.40298400  0.80882800  0.04257500  1
  O  O16  1  0.90381200  0.81345700  0.56673600  1
  O  O17  1  0.09618800  0.31345700  0.93326400  1
  O  O18  1  0.09618800  0.18654300  0.43326400  1
  O  O19  1  0.90381200  0.68654300  0.06673600  1
  O  O20  1  0.61742200  0.63389200  0.42161400  1
  O  O21  1  0.38257800  0.13389200  0.07838600  1
  O  O22  1  0.38257800  0.36610800  0.57838600  1
  O  O23  1  0.61742200  0.86610800  0.92161400  1
  O  O24  1  0.86764000  0.66838000  0.35873800  1
  O  O25  1  0.13236000  0.16838000  0.14126200  1
  O  O26  1  0.13236000  0.33162000  0.64126200  1
  O  O27  1  0.86764000  0.83162000  0.85873800  1
  O  O28  1  0.04111800  0.58830300  0.64993900  1
  O  O29  1  0.95888200  0.08830300  0.85006100  1
  O  O30  1  0.95888200  0.41169700  0.35006100  1
  O  O31  1  0.04111800  0.91169700  0.14993900  1
  O  O32  1  0.28867700  0.73880300  0.60856300  1
  O  O33  1  0.71132300  0.23880300  0.89143700  1
  O  O34  1  0.71132300  0.26119700  0.39143700  1
  O  O35  1  0.28867700  0.76119700  0.10856300  1
  O  O36  1  0.22310700  0.62290600  0.37004600  1
  O  O37  1  0.77689300  0.12290600  0.12995400  1
  O  O38  1  0.77689300  0.37709400  0.62995400  1
  O  O39  1  0.22310700  0.87709400  0.87004600  1
  O  O40  1  0.49669400  0.81165800  0.51865300  1
  O  O41  1  0.50330600  0.31165800  0.98134700  1
  O  O42  1  0.50330600  0.18834200  0.48134700  1
  O  O43  1  0.49669400  0.68834200  0.01865300  1
  O  O44  1  0.59614300  0.60066100  0.67550400  1
  O  O45  1  0.40385700  0.10066100  0.82449600  1
  O  O46  1  0.40385700  0.39933900  0.32449600  1
  O  O47  1  0.59614300  0.89933900  0.17550400  1
  O  O48  1  0.97336000  0.03607600  0.58643200  1
  O  O49  1  0.02664000  0.53607600  0.91356800  1
  O  O50  1  0.02664000  0.96392400  0.41356800  1
  O  O51  1  0.97336000  0.46392400  0.08643200  1
  O  O52  1  0.53155100  0.01793400  0.38929000  1
  O  O53  1  0.46844900  0.51793400  0.11071000  1
  O  O54  1  0.46844900  0.98206600  0.61071000  1
  O  O55  1  0.53155100  0.48206600  0.88929000  1
",-9.219565028,-2.29542578,0.057338468,0.133
773164,"# generated using pymatgen
data_Gd2V2O7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.20420895
_cell_length_b   7.20420895
_cell_length_c   7.20420895
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Gd2V2O7
_chemical_formula_sum   'Gd4 V4 O14'
_cell_volume   264.38931730
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.62500000  0.62500000  0.12500000  1
  Gd  Gd1  1  0.62500000  0.12500000  0.62500000  1
  Gd  Gd2  1  0.12500000  0.62500000  0.62500000  1
  Gd  Gd3  1  0.62500000  0.62500000  0.62500000  1
  V  V4  1  0.12500000  0.12500000  0.12500000  1
  V  V5  1  0.62500000  0.12500000  0.12500000  1
  V  V6  1  0.12500000  0.62500000  0.12500000  1
  V  V7  1  0.12500000  0.12500000  0.62500000  1
  O  O8  1  0.79571300  0.20428700  0.20428700  1
  O  O9  1  0.04571300  0.45428700  0.45428700  1
  O  O10  1  0.20428700  0.79571300  0.20428700  1
  O  O11  1  0.20428700  0.20428700  0.79571300  1
  O  O12  1  0.79571300  0.20428700  0.79571300  1
  O  O13  1  0.79571300  0.79571300  0.20428700  1
  O  O14  1  0.50000000  0.50000000  0.50000000  1
  O  O15  1  0.04571300  0.04571300  0.45428700  1
  O  O16  1  0.45428700  0.04571300  0.45428700  1
  O  O17  1  0.45428700  0.45428700  0.04571300  1
  O  O18  1  0.04571300  0.45428700  0.04571300  1
  O  O19  1  0.75000000  0.75000000  0.75000000  1
  O  O20  1  0.20428700  0.79571300  0.79571300  1
  O  O21  1  0.45428700  0.04571300  0.04571300  1
",-10.46998881,-3.11037211,0.100808484,0.9818
22024,"# generated using pymatgen
data_GdVO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.01550880
_cell_length_b   6.01550847
_cell_length_c   6.01550966
_cell_angle_alpha   106.19449445
_cell_angle_beta   106.19448601
_cell_angle_gamma   116.24448842
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GdVO4
_chemical_formula_sum   'Gd2 V2 O8'
_cell_volume   165.79319203
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.87500000  0.12500000  0.75000000  1
  Gd  Gd1  1  0.12500000  0.87500000  0.25000000  1
  V  V2  1  0.62499900  0.37500100  0.25000000  1
  V  V3  1  0.37500100  0.62499900  0.75000000  1
  O  O4  1  0.79771331  0.73049387  0.43278056  1
  O  O5  1  0.79771331  0.36493175  0.06721844  1
  O  O6  1  0.26950613  0.20228669  0.06721944  1
  O  O7  1  0.20228669  0.63506825  0.93278156  1
  O  O8  1  0.20228669  0.26950613  0.56721944  1
  O  O9  1  0.63506825  0.20228669  0.43278156  1
  O  O10  1  0.36493175  0.79771331  0.56721844  1
  O  O11  1  0.73049387  0.79771331  0.93278056  1
",-10.33523989,-3.176594503,0.0,2.9685
1224817,"# generated using pymatgen
data_Gd2Zr2O7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.52140263
_cell_length_b   7.52140263
_cell_length_c   7.52140263
_cell_angle_alpha   122.15284023
_cell_angle_beta   118.80053884
_cell_angle_gamma   89.20118415
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Gd2Zr2O7
_chemical_formula_sum   'Gd4 Zr4 O14'
_cell_volume   298.34736328
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.00000000  0.00000000  0.50000000  1
  Gd  Gd1  1  0.00000000  0.50000000  0.00000000  1
  Gd  Gd2  1  0.50000000  0.50000000  0.50000000  1
  Gd  Gd3  1  0.50000000  0.00000000  0.00000000  1
  Zr  Zr4  1  0.00000000  0.00000000  0.00000000  1
  Zr  Zr5  1  0.50000000  0.00000000  0.50000000  1
  Zr  Zr6  1  0.50000000  0.50000000  0.00000000  1
  Zr  Zr7  1  0.00000000  0.50000000  0.50000000  1
  O  O8  1  0.36337400  0.11083100  0.71559700  1
  O  O9  1  0.89523500  0.11083100  0.24745700  1
  O  O10  1  0.87112900  0.62112900  0.25000000  1
  O  O11  1  0.89523500  0.64777700  0.78440300  1
  O  O12  1  0.36337400  0.64777700  0.25254300  1
  O  O13  1  0.33091700  0.08091700  0.25000000  1
  O  O14  1  0.63662600  0.88916900  0.28440300  1
  O  O15  1  0.10476500  0.88916900  0.75254300  1
  O  O16  1  0.12887100  0.37887100  0.75000000  1
  O  O17  1  0.10476500  0.35222300  0.21559700  1
  O  O18  1  0.63662600  0.35222300  0.74745700  1
  O  O19  1  0.66908300  0.91908300  0.75000000  1
  O  O20  1  0.63313300  0.38313300  0.25000000  1
  O  O21  1  0.36686700  0.61686700  0.75000000  1
",-10.93101018,-3.668885382,0.181911481,1.0691
